,Inspector,Violations,Address
12421,Kacie Patrick,"['9', '18', '29', '33', '39', '39']",901  SONTERRA
12422,Kacie Patrick,['29'],901  SONTERRA
12423,Amanda Cantu,"['10', '31', '31', '32', '45']",3430  IH 10 E
12424,Sean Gilbert,"['2', '14', '30', '37', '39', '39', '45', '47']",9910  W FM 1604 N
12425,Sean Gilbert,"['10', '18', '29', '30', '31', '32', '36', '37', '39', '39', '45', '47']",9840  W FM 1604 N
12426,Lauren Schumacher,"['18', '31', '31', '45', '47']",300  HOUSTON ST E
12427,John Payelle,"['19', '35']",5222  DE ZAVALA RD
12428,Jeffrey Carrizales,['2'],7863  CALLAGHAN RD      #208
12429,Amanda Cantu,"['9', '30']",6615  FM 78
12430,Mario Cavazos,"['2', '2', '35', '41', '46', '46']",4622  COMMERCE ST W
12431,MICHELLE MORENO,['32'],4311  CULEBRA RD
12432,Kassandra Aguilar,[],100  MONTANA ST
12433,Kassandra Aguilar,['10'],100  MONTANA ST
12434,Kassandra Aguilar,[],100  MONTANA ST
12435,Kassandra Aguilar,"['10', '34', '42']",100  MONTANA ST
12436,Kassandra Aguilar,"['10', '42', '42']",100  MONTANA ST
12437,Kassandra Aguilar,[],100  MONTANA ST
12438,Kassandra Aguilar,['43'],100  MONTANA ST
12439,Kassandra Aguilar,[],100  MONTANA ST
12440,Kassandra Aguilar,[],100  MONTANA ST
12441,Kassandra Aguilar,['10'],100  MONTANA ST
12442,Kassandra Aguilar,[],100  MONTANA ST
12443,Kassandra Aguilar,"['10', '42']",100  MONTANA ST
12444,Kassandra Aguilar,"['1', '42', '42']",100  MONTANA ST
12445,Kassandra Aguilar,"['10', '34', '42', '42']",100  MONTANA ST
12446,Kassandra Aguilar,"['28', '37', '40']",100  MONTANA ST
12447,Kassandra Aguilar,[],100  MONTANA ST
12448,Kassandra Aguilar,"['5', '10', '34', '40']",100  MONTANA ST
12449,Kassandra Aguilar,[],100  MONTANA ST
12450,Kassandra Aguilar,['10'],100  MONTANA ST
12451,Kassandra Aguilar,[],100  MONTANA ST
12452,Kassandra Aguilar,[],100  MONTANA ST
12453,Kassandra Aguilar,['40'],100  MONTANA ST
12454,Kassandra Aguilar,[],100  MONTANA ST
12455,Kassandra Aguilar,[],100  MONTANA ST
12456,Kassandra Aguilar,[],100  MONTANA ST
12457,Kassandra Aguilar,[],100  MONTANA ST
12458,Kassandra Aguilar,[],100  MONTANA ST
12459,Kassandra Aguilar,[],100  MONTANA ST
12460,Kassandra Aguilar,['42'],100  MONTANA ST
12461,Bernard Capdeboscq,"['10', '42']",7050  IH 35 N
12462,Deborah Liu,[],5757  FARINON DR
12463,Erica Arreola,[],600  MISSION RD
12464,Bernard Capdeboscq,"['29', '42', '42', '46']",2154  AUSTIN HWY
12465,Lauren Schumacher,"['29', '47']",709  ALAMO ST S
12466,Bernard Capdeboscq,"['18', '21', '24', '29', '34']",5010  RITTIMAN RD       100
12467,Erica Arreola,"['31', '42']",3514  ZARZAMORA ST S
12468,William Hudson,[],13303  JONES MALTSBRG
12469,Juanicia Page,['42'],420  VALLEY HI DR
12470,Monica Caballero,"['11', '30', '35', '42', '42', '46']",1002  CASTROVILLE RD
12471,Erica Arreola,"['31', '45']",502  MITCHELL ST W
12472,Jacob Johanson,"['39', '39', '45']",3500  BROADWAY
12473,William Hudson,[],1205  N FM 1604 W       #230
12474,Adan Zamora,"['45', '47']",1826  RIGSBY AV
12475,Kassandra Aguilar,['32'],100  MONTANA ST
12476,Kassandra Aguilar,"['1', '34', '42']",100  MONTANA ST
12477,Jacob Johanson,"['6', '10', '30', '32']",1302  AUSTIN HWY        #B
12478,Erica Arreola,"['9', '32', '42', '45']",2602  NOGALITOS ST
12479,Joe Mokry,[],19314  US 281 N          #110
12480,Erica Arreola,[],1913  FLORES ST S
12481,Deborah Liu,[],4646  HAMILTON WOLFE
12482,Daisy Zamora,[],12119  SAN MIGUEL
12483,Lauren Schumacher,"['9', '29', '31', '34']",200  ALAMO ST S
12484,Deborah Liu,"['2', '9', '9']",9390  HUEBNER RD
12485,Valerie Suarez,"['24', '30', '31', '31', '31', '33', '45']",3121  BLANCO RD
12486,Valerie Suarez,"['21', '22', '29', '30', '32', '40', '42']",5922  IH 10 W
12487,MICHELLE MORENO,[],5803  INGRAM RD
12488,MICHELLE MORENO,"['15', '33']",6446  LOOP 410 NW
12489,Bernard Capdeboscq,['37'],5312  RITTIMAN RD
12490,Erica Arreola,"['32', '38', '42', '45', '45']",2125  FLORES ST S
12491,Deborah Liu,[],4711  SID KATZ DR
12492,Sumner Bumgardner,"['30', '41', '47']",1629  HOUSTON ST E
12493,Lauren Schumacher,['9'],727  ALAMO ST S
12494,MICHELLE MORENO,"['42', '45']",4503  CULEBRA RD
12495,Deborah Liu,[],5111  USAA BV
12496,Kacie Patrick,"['30', '33']",18514  SONTERRA PLACE
12497,William Hudson,"['44', '47']",1858  N 1604 W
12498,Bernard Capdeboscq,"['19', '19', '23', '30', '45']",1916  AUSTIN HWY
12499,Jacob Johanson,"['47', '47']",4130  BROADWAY
12500,Bernard Capdeboscq,[],7010  IH 35 N
12501,Valerie Suarez,"['21', '27', '30', '31', '31', '32', '33']",3119  WEST AVE
12502,Sumner Bumgardner,"['28', '29', '30']",3438  ST MARYS N
12503,William Hudson,[],19110  HUEBNER RD
12504,Lauren Schumacher,"['10', '10', '35', '36', '39', '39']",710  ST MARYS S
12505,Sumner Bumgardner,"['18', '21', '29', '30']",1022  MAIN AV N
12506,Diana Garcia,"['28', '30', '32', '45']",999  BASSE E
12507,Kacie Patrick,[],19141  STONE OAK PY      #305
12508,Daisy Zamora,"['31', '41', '45', '47']",4602  THOUSAND OAKS
12509,Bamba Njie,[],255  BASSE E           #310
12510,Jeffrey Carrizales,['2'],9218  WURZBACH RD
12511,Fermin Garza,[],3700  WISEMAN BV
12512,Maurico Ripley,[],10107  MILITARY DR W
12513,Fermin Garza,"['23', '30', '45']",9115  TIMBER PATH
12514,Erica Arreola,"['9', '9', '21', '28', '36', '42', '45', '47']",4616  FLORES ST S
12515,Benito Zuniga,[],8020  BLANCO RD
12516,Mario Cavazos,"['2', '3', '6', '22', '29', '31']",4520  COMMERCE ST W
12517,Jeffrey Carrizales,['7'],3703  COLONY DR
12518,Daniel Guzman,"['36', '42']",2310  MILITARY DR SW    424
12519,William Emminger,"['1', '21', '28', '29', '37', '39', '39', '42', '45']",7046  MILITARY DR W
12520,William Hudson,"['39', '44', '47', '47']",841  BITTERS RD
12521,Daniel Guzman,"['31', '42']",7715  ZARZAMORA S
12522,Diana Garcia,"['28', '30', '32', '35', '36', '39', '45']",255  BASSE E           #310
12523,Jeffrey Carrizales,"['2', '3', '21']",8585  MARRIOTT DR
12524,Joe Mokry,"['23', '23', '31', '31', '34', '45', '45', '46']",14100  NACOGDOCHES RD    #172
12525,Joe Mokry,[],14100  NACOGDOCHES RD    #172
12526,Juanicia Page,[],7171  NEW HWY 90 W
12527,Deborah Liu,"['29', '29', '34', '45', '45', '45']",9806  IH 10 W
12528,Deborah Liu,[],5025  PRUE RD
12529,Jeffrey Carrizales,"['2', '11', '11', '18', '33']",9825  IH 10 W
12530,Maurico Ripley,"['3', '9', '20', '28']",9819  MARBACH RD
12531,RYAN DAVIS,"['10', '10', '33']",15430  HUEBNER RD
12532,Jeffrey Carrizales,"['2', '3', '24', '28']",9900  WURZBACH RD
12533,Lauren Schumacher,"['29', '29', '36', '38', '39', '39', '39', '44', '44', '47']",3436  ROOSEVELT AVE
12534,Maurico Ripley,['40'],8230  MARBACH RD
12535,William Emminger,"['2', '10', '37', '45']",107  LOOP 410 SW
12536,RYAN DAVIS,[],11743  WEST AV
12537,Mario Cavazos,"['2', '10', '29', '41', '45']",510  GEN MCMULLEN S
12538,RYAN DAVIS,['34'],10918  WURZBACH RD       #131
12539,William Hudson,['45'],16666  US 281 N
12540,Mario Cavazos,"['2', '2', '10', '21']",4350  COMMERCE ST W
12541,Maurico Ripley,[],1737  LOOP 410 SW
12542,Benito Zuniga,"['15', '21', '31']",226  BITTERS RD W
12543,RYAN DAVIS,[],15614  HUEBNER RD        #115
12544,Jeffrey Carrizales,"['2', '7', '9', '19', '35', '45', '45']",3727  COLONY DR
12545,John Payelle,"['2', '19', '38']",18403  IH 10 W
12546,Erica Arreola,"['9', '21', '22', '28', '31', '32', '35', '42', '47']",3701  NOGALITOS ST
12547,Daisy Zamora,"['45', '46', '47']",13300  NACOGDOCHES RD
12548,Deborah Liu,"['1', '35', '45']",5000  FAWN MEADOW       #2
12549,Deborah Liu,[],5000  FAWN MEADOW       #2
12550,Maurico Ripley,"['33', '35']",10730  POTRANCO RD       #126
12551,William Emminger,"['9', '32', '37', '39', '45']",8223  MARBACH RD
12552,Lauren Schumacher,"['2', '26', '34', '39', '39', '42', '45', '45', '45']",3323  ROOSEVELT AV
12553,Kacie Patrick,"['7', '21', '30']",21019  US 281 N
12554,Maurico Ripley,[],11223  POTRANCO RD
12555,Victoria Paredes,[],2426  SE MILITARY DR
12556,Jeffrey Carrizales,[],9811  IH 10 W
12557,William Hudson,"['35', '47', '47', '47']",2800  THOUSAND OAKS
12558,Daisy Zamora,[],4963  STAHL RD
12559,Diana Garcia,"['9', '18', '28', '30', '37']",4600  BLANCO RD
12560,Jeffrey Carrizales,"['2', '3', '9', '35', '47']",3721  COLONY DR         #2
12561,Juanicia Page,"['9', '10', '11', '36', '36', '39', '39', '42', '42', '43']",7167  SOMERSET RD
12562,William Emminger,[],8223  MARBACH RD
12563,RYAN DAVIS,"['10', '10', '42']",15614  HUEBNER RD        #115
12564,Kacie Patrick,"['1', '2', '6', '27', '37', '39']",19141  STONE OAK PY      #305
12565,Erica Arreola,"['32', '42']",3407  NOGALITOS ST      #2
12566,Jeffrey Carrizales,"['2', '24']",9900  WURZBACH RD
12567,Daniel Guzman,"['18', '44', '45']",9209  ZARZAMORA ST S
12568,Erica Arreola,"['34', '47']",2710  NOGALITOS ST
12569,Fermin Garza,['45'],7655  TEZEL RD
12570,RYAN DAVIS,[],15502  HUEBNER RD        #100
12571,Fermin Garza,['30'],8104  TEZEL RD
12572,Joe Mokry,[],16707  NACOGDOCHES RD
12573,Adan Zamora,[],403  FAIR AV
12574,RYAN DAVIS,"['27', '42']",2313  NW MILITARY HY
12575,Juanicia Page,"['10', '18', '30', '31', '39', '42']",6515  MILITARY DR W
12576,Juanicia Page,"['2', '39']",8615  NEW LAREDO HWY
12577,Debra Hernandez,['2'],843  WAVERLY AV
12578,Joe Mokry,['46'],2223  EVANS RD E
12579,Sumner Bumgardner,"['31', '36', '47']",516  BROOKLYN AV
12580,Lauren Schumacher,"['18', '19', '31', '31', '31', '33', '34', '39', '39', '45', '45', '45', '46', '47']",244  LOSOYA
12581,Jeffrey Carrizales,"['2', '23']",9542  IH 10 W
12582,Amanda Cantu,"['21', '30', '31', '35']",605  WW WHITE RD S
12583,Erica Arreola,['42'],703  MISSION RD
12584,Victoria Paredes,"['31', '35', '36']",20135  IH 37 S
12585,William Emminger,['42'],6950  MILITARY DR W
12586,Daisy Zamora,[],13800  JONES MALTSBRG
12587,Jeffrey Carrizales,[],9350  IH 10 W
12588,Daniel Guzman,"['10', '42']",11015  POTEET JDTN FY    #2
12589,Daisy Zamora,"['41', '41', '45']",11827  PERRIN BEITEL
12590,Adan Zamora,['30'],4138  NEW BRNFLS S
12591,Sumner Bumgardner,"['2', '28', '30']",300  AUGUSTA
12592,Joe Mokry,"['23', '31', '31', '32', '44', '45', '46']",1662  ENCINO RIO
12593,RYAN DAVIS,[],2313  NW MILITARY HY
12594,Juanicia Page,[],5360  MILITARY DR W
12595,RYAN DAVIS,[],2385  NW MILITARY HY
12596,Fermin Garza,[],7723  GUILBEAU RD
12597,Cicily Martinez,"['18', '18', '20', '22', '29', '30', '35', '35', '37', '39', '41']",401  SAN PEDRO AV
12598,William Hudson,"['32', '47']",1802  N FM 1604 E
12599,John Payelle,[],5215  DE ZAVALA RD
12600,William Emminger,[],8603  STATE HWY 151
12601,Cicily Martinez,"['43', '43']",515  WEST AV
12602,William Emminger,"['9', '10', '29', '39', '45']",6938  MILITARY DR W
12603,Lauren Schumacher,"['7', '23', '29', '31', '35', '35', '36', '39', '39']",215  LOSOYA
12604,Mario Cavazos,"['23', '43', '46']",2126  GUADALUPE ST
12605,William Emminger,"['39', '41', '42', '45']",8603  STATE HWY 151
12606,Fermin Garza,['18'],5515  TEZEL RD
12607,Jeffrey Carrizales,"['2', '16', '19', '38']",3636  MEDICAL DR
12608,Victoria Paredes,['2'],2703  MILITARY DR SE
12609,Jeffrey Carrizales,"['2', '27']",4431  HORIZON HILL
12610,Jeffrey Carrizales,"['2', '9', '9']",4431  HORIZON HILL
12611,Jeffrey Carrizales,"['2', '3', '37', '37', '39', '42', '42']",5242  FREDSBG RD
12612,Lauren Schumacher,"['2', '7', '9', '10', '31', '36', '36']",237  LOSOYA
12613,Mario Cavazos,"['2', '3', '9', '31', '31', '41', '43', '45', '46', '46']",300  ZARZAMORA ST N
12614,Nathan Balfour,"['31', '33']",6330  DE ZAVALA RD
12615,Bamba Njie,[],612  COMMERCE ST W     F1
12616,Adan Zamora,['18'],2402  SOUTHCROSS E
12617,Jeffrey Carrizales,"['27', '27', '27']",7460  CALLAGHAN RD      #122
12618,Daniel Guzman,"['29', '42', '45']",4103  COMMERCIAL AV
12619,Debra Hernandez,"['2', '19', '30', '31', '31']",2916  CULEBRA RD
12620,William Hudson,[],17640  HENDERSON PASS
12621,Cicily Martinez,"['23', '30', '31', '33', '37']",1318  WEST AV
12622,Nathan Balfour,[],7319  N FM 1604 W
12623,Erica Arreola,['9'],3116  NOGALITOS ST
12624,John Payelle,[],5438  PRESIDIO PKWY
12625,Jeffrey Carrizales,"['2', '3', '30']",1721  BABCOCK RD
12626,Amanda Cantu,"['21', '22', '30', '32', '45']",255  W W WHITE RD N
12627,Erica Arreola,['42'],764  DIVISION
12628,Cicily Martinez,"['2', '9', '35', '37']",628  JACKSON ST
12629,Mario Cavazos,"['2', '9', '10', '29', '43', '45', '46', '46']",322  HAMILTON AV N
12630,Daniel Guzman,"['31', '43', '45', '47']",9703  POTEET JDTN FW
12631,Debra Hernandez,['2'],2706  CULEBRA RD
12632,Amanda Cantu,"['7', '30', '42', '45', '45', '47']",103  W W WHITE RD N
12633,Debra Hernandez,"['31', '42', '42']",4723  COMMERCE ST W
12634,William Hudson,"['45', '47']",838  BITTERS RD
12635,Victoria Paredes,"['2', '3', '35', '42']",20290  IH 37 S
12636,Jeffrey Carrizales,"['2', '3']",5136  FREDSBG RD
12637,Sumner Bumgardner,"['2', '30', '31', '43', '47']",3428  ST MARYS N
12638,Amanda Cantu,"['21', '22', '29', '30', '32', '33', '42', '43', '45', '45']",1555  W W WHITE RD S
12639,John Payelle,"['18', '19']",5195  DE ZAVALA RD
12640,Lauren Schumacher,"['29', '40', '46']",412  COMMERCE ST E
12641,William Emminger,"['39', '41', '45', '46']",8223  MARBACH RD
12642,William Hudson,[],13610  US HWY 281 N
12643,William Hudson,"['31', '43', '47', '47']",15302  SAN PEDRO
12644,William Hudson,[],1203  N FM 1604 W   STE.
12645,Kacie Patrick,"['10', '21', '29', '35']",18555  US HWY 281 N
12646,John Payelle,"['42', '46']",5218  DE ZAVALA RD
12647,William Hudson,[],16350  BLANCO RD         #102B
12648,Jeffrey Carrizales,"['19', '19', '19', '21']",8005  CHAMBERS RD
12649,Lauren Schumacher,"['39', '39', '40', '42', '47']",849  COMMERCE ST E
12650,Fermin Garza,['45'],5411  GRISSOM RD
12651,Amanda Cantu,"['21', '30', '31', '42', '45', '45']",4698  SEGUIN RD
12652,Cicily Martinez,"['6', '9', '31']",224  EVERGREEN W
12653,Daniel Guzman,['42'],8731  POTEET JDTN FY
12654,Bamba Njie,"['15', '42', '45']",502  Cesar Chavez W
12655,Lauren Schumacher,"['18', '29', '35']",849  COMMERCE ST E
12656,Mario Cavazos,"['2', '2', '3', '10', '45']",2800  GUADALUPE ST
12657,Jeffrey Carrizales,"['2', '6', '9', '19', '19', '19', '21', '21', '29', '29', '35', '45', '45']",4263  NW 410
12658,Mario Cavazos,"['2', '9', '10', '18', '21', '22', '28', '29', '31', '45']",102  AZTEC ST
12659,Kacie Patrick,"['33', '45', '45']",819  N 1604 E
12660,RYAN DAVIS,[],11825  WEST AV
12661,Lauren Schumacher,"['40', '47']",849  COMMERCE ST E
12662,William Emminger,"['5', '10', '10', '15', '18', '22', '29', '39', '39', '41']",8223  MARBACH RD
12663,William Hudson,"['37', '42', '44', '45', '47']",1602  N FM 1604 E
12664,Kacie Patrick,"['37', '39', '39']",1615  N FM 1604 E
12665,Mario Cavazos,"['2', '3', '10', '15', '29', '41', '46']",902  SAN AGUSTINE S
12666,Debra Hernandez,['2'],1717  FREDSBG RD
12667,Lauren Schumacher,['45'],809  RIVERWALK E
12668,Mario Cavazos,"['2', '2', '2', '9', '10', '35', '40']",207  ZARZAMORA N
12669,Cicily Martinez,"['10', '35']",2002  FREDSBG RD
12670,Adan Zamora,"['28', '31']",5818  PECAN VALLE DR
12671,John Payelle,"['19', '31', '31', '42', '47']",17315  IH 10 W
12672,Joe Mokry,"['28', '31', '37', '41', '42']",13550  O CONNOR RD
12673,Sumner Bumgardner,"['3', '14', '21', '22', '28', '29', '30', '35', '37', '39', '41']",502  BROOKLYN AV
12674,Debra Hernandez,"['2', '3', '10', '27', '30', '36', '42', '42', '45']",604  24TH ST NW
12675,Bamba Njie,"['32', '42']",612  COMMERCE ST W     F1
12676,Bamba Njie,"['32', '33', '42', '45']",910  S ALAMO ST
12677,Cicily Martinez,"['9', '21', '22', '29', '30', '31', '36', '37', '40']",1610  FREDSBG RD
12678,RYAN DAVIS,[],11825  WEST AV
12679,Adan Zamora,['42'],2142  SOUTHCROSS E      #1
12680,Adan Zamora,[],1902  RIGSBY AV
12681,William Emminger,"['10', '31', '34', '42', '42']",8223  MARBACH RD
12682,William Emminger,"['2', '5', '28', '39', '39', '39']",6912  MILITARY DR W
12683,Debra Hernandez,"['2', '14', '19', '23', '32']",849  BANDERA RD
12684,Lauren Schumacher,[],849  COMMERCE ST E
12685,Daniel Guzman,[],2310  MILITARY DR SW    424
12686,Joe Mokry,"['41', '45']",2339  EVANS RD E        #103
12687,Jeffrey Carrizales,"['1', '2', '3', '10', '15', '15', '27', '29', '33', '39', '39']",7934  FREDSBG RD
12688,Deborah Liu,"['19', '45']",9203  CINNAMON HILL
12689,John Payelle,"['31', '47', '47']",17603  LA CANTERA PY
12690,Mario Cavazos,"['2', '29', '29', '33', '46']",1552  POPLAR ST W
12691,Nathan Balfour,[],12808  IH 10 W
12692,Daniel Guzman,"['2', '3', '37', '45']",3020  COMMERCIAL AV
12693,Jeffrey Carrizales,[],2023  BABCOCK RD
12694,Benito Zuniga,[],449  MCCARTY
12695,Fermin Garza,['30'],7743  MONTEGO
12696,Bamba Njie,['43'],1000  ST MARYS S
12697,Nathan Balfour,[],1  UTSA CIR
12698,Bernard Capdeboscq,"['3', '24', '28', '31']",2502  AUSTIN HWY
12699,Bernard Capdeboscq,[],6202  IH 35 N
12700,Daniel Guzman,"['2', '7', '36', '37']",2601  COMMERCIAL AV
12701,Kacie Patrick,[],18720  STONE OAK PKWY
12702,RYAN DAVIS,[],2375  NW MILITARY HY
12703,Jeffrey Carrizales,"['18', '18', '27', '27']",10225  WURZBACH RD
12704,Kacie Patrick,[],120  EAST SONTERRA
12705,Nathan Balfour,['39'],1  UTSA CIR
12706,Diana Garcia,"['2', '22', '28', '30', '31', '33']",7553  MC CULLOUGH AV
12707,John Payelle,"['37', '39']",17623  LA CANTERA PKW
12708,Debra Hernandez,"['2', '10', '30', '37', '42']",603  BANDERA RD
12709,Nathan Balfour,[],1  UTSA CIR
12710,Fermin Garza,[],7126  TEZEL RD
12711,Bernard Capdeboscq,['31'],6718  IH 35 N
12712,Bamba Njie,['43'],646  MAIN AV S
12713,Adan Zamora,"['31', '32', '42', '43', '45', '47']",739  HOT WELLS BV
12714,Jeffrey Carrizales,"['2', '2', '3', '11', '14', '14', '18', '27', '27', '29', '29', '29', '29', '29', '29', '31', '33', '33']",9933  IH 10 W
12715,Debra Hernandez,"['2', '30']",1005  DONALDSON AV
12716,Cicily Martinez,"['3', '10', '10', '18', '31', '35', '36', '38', '41']",1224  FLORES ST N
12717,MICHELLE MORENO,"['10', '31']",1510  CALLAGHAN RD
12718,Bamba Njie,"['10', '21', '22', '27', '42', '45', '47']",1521  FLORES ST S
12719,William Hudson,"['21', '35', '36', '37', '43', '45', '45', '46', '47']",2802  THOUSAND OAKS
12720,Amanda Cantu,"['21', '30']",6363  FM 78
12721,Valerie Suarez,"['15', '18', '21', '30', '36', '39', '42', '46']",10350  BANDERA RD        200
12722,Adan Zamora,[],4248  NEW BRNFLS S
12723,Jeffrey Carrizales,"['2', '3', '25', '25', '33']",9830  COLONNADE BLVD
12724,Amanda Cantu,"['21', '30', '31', '34']",5723  FOSTER RD N
12725,Bernard Capdeboscq,"['26', '35']",1550  AUSTIN HWY
12726,Nathan Balfour,[],1  UTSA CIR
12727,William Hudson,"['29', '45']",17415  US 281 N
12728,William Hudson,[],1750  N FM 1604 E
12729,Kacie Patrick,"['10', '21', '22', '27', '29', '31', '33', '36', '37', '39', '39', '41', '42', '45']",18730  STONE OAK PY      # 108
12730,Jeffrey Carrizales,[],4030  MEDICAL DR        #2
12731,Adan Zamora,[],5455  NEW BRNFLS S
12732,RYAN DAVIS,[],1100  BITTERS RD W
12733,Nathan Balfour,[],1  UTSA CIR
12734,RYAN DAVIS,[],14415  BLANCO RD
12735,Nathan Balfour,"['34', '45']",1  UTSA CIR
12736,Nathan Balfour,[],1  UTSA CIR
12737,Nathan Balfour,[],1  UTSA CIR
12738,Benito Zuniga,"['42', '42']",9311  SAN PEDRO AV
12739,Nathan Balfour,['39'],1  UTSA CIR
12740,Diana Garcia,"['28', '30', '31', '32', '35', '37', '42', '45']",6624  SAN PEDRO AVE
12741,Monica Caballero,"['19', '30', '37', '45']",2532  SOUTHCROSS W
12742,Fermin Garza,"['18', '30', '39', '45']",10410  CULEBRA RD
12743,Monica Caballero,"['28', '30', '31', '45']",2819  ZARZAMORA S
12744,Kacie Patrick,[],18210  SONTERRA PLACE
12745,Jeffrey Carrizales,"['21', '30']",10858  WURZBACH RD
12746,Jeffrey Carrizales,"['2', '3', '3', '9', '18', '25', '25', '31', '33', '35', '38']",9921  IH 10 W
12747,Jeffrey Carrizales,"['2', '3', '19', '21', '21', '30']",7979  FREDSBG RD
12748,Jeffrey Carrizales,"['2', '3', '19', '19', '19', '19', '19', '23', '23', '23', '23', '23', '30', '31', '31']",7930  CALLAGHAN RD
12749,Daniel Guzman,[],7719  IH 35 S
12750,Jeffrey Carrizales,"['2', '3', '4', '35', '40']",4085  MEDICAL DR
12751,Sumner Bumgardner,"['21', '28', '30']",312  PEARL PY          #01
12752,Maurico Ripley,[],9334  POTRANCO RD
12753,Mario Cavazos,"['9', '9', '10', '18', '24', '29', '31', '43', '45', '46', '47']",2918  COMMERCE ST W
12754,MICHELLE MORENO,['22'],2505  BANDERA RD
12755,Adan Zamora,[],1107  ROOSEVELT AVE
12756,Sean Gilbert,['47'],11735  BANDERA RD
12757,Erica Arreola,['31'],3950  ZARZAMORA ST S
12758,Cicily Martinez,"['37', '42', '42', '46']",333  SAN PEDRO AV
12759,Debra Hernandez,['2'],103  BANDERA RD
12760,Sean Gilbert,"['18', '30', '31', '34', '45', '45', '46']",11881  BANDERA RD        #108
12761,Cicily Martinez,[],606  CYPRESS ST W
12762,Fermin Garza,"['30', '42']",7507  GRISSOM RD
12763,Jeffrey Carrizales,"['2', '2', '14', '14', '19', '21', '22', '27', '27', '27', '29', '30']",7959  FREDSBG RD
12764,Fermin Garza,[],7627  CULEBRA RD        #105
12765,Debra Hernandez,"['2', '9', '10', '21', '22', '28', '30', '33', '37', '38']",2123  CULEBRA RD
12766,Sumner Bumgardner,"['18', '21', '28', '30']",312  PEARL PY          #01
12767,Daisy Zamora,[],13420  NACOGDOCHES RD
12768,William Hudson,['42'],14814  JONES MALTSBERGER
12769,Adan Zamora,[],5819  PECAN VALLEY D
12770,Bamba Njie,"['9', '18', '29', '33', '42', '43', '43']",1014  ALAMO ST S
12771,Bamba Njie,[],1014  PRESA ST S
