,establishment,inspection_date,sector,district,total_score,link,zip_code,address_and_zip,address,separated_address,house_numbers,trimmed_name,split_address,clean_address
475,burgerteca/villa rica,2019-01-22,27,C,98,Link,78210,"403 blue star san antonio, tx 78210",403 blue star ,"['403', 'blue', 'star']",403,burgerteca/vill rica,blue star,bluear
476,cafe san luis,2019-01-22,29,D,94,Link,78237,"1606 castroville rd san antonio, tx 782373654",1606 castroville rd ,"['1606', 'castroville', 'rd']",1606,cafe s luis,castroville rd,castroville
477,cascabel mexican patio,2019-01-22,27,C,94,Link,78210,"1000 st marys s san antonio, tx 782100",1000 st marys s ,"['1000', 'st', 'marys', 's']",1000,cascab mexic patio,st marys s,st marys
478,chick-fil-a,2019-01-22,31,D,100,Link,78238,"6301 loop 410 nw san antonio, tx 782383801",6301 loop 410 nw ,"['6301', 'loop', '410', 'nw']",6301,chick-fil-a,loop 410 nw,loop 410w
479,chilis grill and bar #497 #,2019-01-22,11,B,95,Link,78209,"255 basse e san antonio, tx 782090",255 basse e ,"['255', 'basse', 'e']",255,chilis grill and bar #497 #,basse e,basse
480,complete nutrition,2019-01-22,33,D,100,Link,78245,"8603 state hwy 151 san antonio, tx 78245",8603 state hwy 151 ,"['8603', 'state', 'hwy', '151']",8603,complete nutrition,state hwy 151,state hwy 151
481,copal comida mexicana,2019-01-22,31,D,87,Link,78238,"5720 bandera rd san antonio, tx 782381950",5720 bandera rd ,"['5720', 'bandera', 'rd']",5720,copal comid mexicana,bandera rd,bandera
482,crestway central kitchen/pci,2019-01-22,17,B,98,Link,78239,"5121 crestway rd san antonio, tx 782391974",5121 crestway rd ,"['5121', 'crestway', 'rd']",5121,crestway central kitchen/pci,crestway rd,crestway
483,el paraiso de mexico #4,2019-01-22,26,C,97,Link,78211,"6637 zarzamora st s san antonio, tx 782110",6637 zarzamora st s ,"['6637', 'zarzamora', 'st', 's']",6637, paraiso  mexico #4,zarzamora st s,zarzamora
484,el puesto tevanita #2,2019-01-22,17,B,94,Link,78239,"5121 crestway rd san antonio, tx 782391974",5121 crestway rd ,"['5121', 'crestway', 'rd']",5121, puesto tevanit #2,crestway rd,crestway
485,family dollar store #1797 #,2019-01-22,11,B,97,Link,78216,"5242 blanco rd san antonio, tx 782167017",5242 blanco rd ,"['5242', 'blanco', 'rd']",5242,family dollar store #1797 #,blanco rd,blanco
486,five guys burgers and fries,2019-01-22,33,D,100,Link,78245,"8603 state hwy 151 san antonio, tx 78245",8603 state hwy 151 ,"['8603', 'state', 'hwy', '151']",8603,five guys burgers and fries,state hwy 151,state hwy 151
487,francis bogside,2019-01-22,27,C,96,Link,78205,"803 st marys s san antonio, tx 782053408",803 st marys s ,"['803', 'st', 'marys', 's']",803,francis bogside,st marys s,st marys
488,freebirds world burrito,2019-01-22,10,B,91,Link,78258,"20811 us 281 n san antonio, tx 782580",20811 us 281 n ,"['20811', 'us', '281', 'n']",20811,freebirds world burrito,us 281 n,us 281
489,freebirds world burrito,2019-01-22,33,D,96,Link,78245,"8603 state hwy 151 san antonio, tx 78245",8603 state hwy 151 ,"['8603', 'state', 'hwy', '151']",8603,freebirds world burrito,state hwy 151,state hwy 151
490,granada apartments senior center,2019-01-22,27,C,100,Link,78205,"311 st marys s san antonio, tx 782052742",311 st marys s ,"['311', 'st', 'marys', 's']",311,granad apartments senior center,st marys s,st marys
491,jimmy johns,2019-01-22,16,B,89,Link,78217,"2445 nacogdoches rd san antonio, tx 782176044",2445 nacogdoches rd ,"['2445', 'nacogdoches', 'rd']",2445,jimmy johns,nacogdoches rd,nacogdoches
492,jims coffee shop #32 #,2019-01-22,17,B,91,Link,78233,"11593 ih 35 n san antonio, tx 782335304",11593 ih 35 n ,"['11593', 'ih', '35', 'n']",11593,jims coffee shop #32 #,ih 35 n,ih 35
493,kogi korean grill,2019-01-22,4,A,98,Link,78230,"12651 vance jackson san antonio, tx 782300",12651 vance jackson ,"['12651', 'vance', 'jackson']",12651,kogi kore grill,vance jackson,vance jackson
494,la amistad tortilleria,2019-01-22,34,D,94,Link,78228,"2754 culebra rd san antonio, tx 782286204",2754 culebra rd ,"['2754', 'culebra', 'rd']",2754,l amistad tortilleria,culebra rd,culebra
495,las rancheritas,2019-01-22,28,D,94,Link,78237,"902 san agustine s san antonio, tx 782372935",902 san agustine s ,"['902', 'san', 'agustine', 's']",902, rancheritas,san agustine s,san agustine
496,las tapatias de jalisco mexican restaurant,2019-01-22,27,C,93,Link,78210,"1506 st marys s san antonio, tx 782101633",1506 st marys s ,"['1506', 'st', 'marys', 's']",1506, tapatias  jalisco mexic restaurant,st marys s,st marys
497,little italy rest\bar,2019-01-22,13,B,80,Link,78216,"824 afterglow st san antonio, tx 782163049",824 afterglow st ,"['824', 'afterglow', 'st']",824,little italy rest\bar,afterglow st,afterglow
498,longhorn cafe,2019-01-22,17,B,93,Link,78218,"1003 rittiman rd san antonio, tx 78218",1003 rittiman rd ,"['1003', 'rittiman', 'rd']",1003,longhorn cafe,rittiman rd,rittiman
499,los ajos mexican grill #,2019-01-22,5,A,97,Link,78251,"7616 culebra rd san antonio, tx 782511476",7616 culebra rd ,"['7616', 'culebra', 'rd']",7616, ajos mexic grill #,culebra rd,culebra
500,lupe tortilla restaurant,2019-01-22,10,B,92,Link,78258,"21103 us 281 n san antonio, tx 782580",21103 us 281 n ,"['21103', 'us', '281', 'n']",21103,lupe tortill restaurant,us 281 n,us 281
501,marble slab creamery and great american cookies at westover hills,2019-01-22,33,D,90,Link,78245,"8603 state hwy 151 san antonio, tx 78245",8603 state hwy 151 ,"['8603', 'state', 'hwy', '151']",8603,marble slab creamery and great americ cookies at westover hills,state hwy 151,state hwy 151
502,mcdonalds #,2019-01-22,36,D,97,Link,78221,"3701 pleasanton rd san antonio, tx 782212815",3701 pleasanton rd ,"['3701', 'pleasanton', 'rd']",3701,mcdonalds #,pleasanton rd,pleasanton
503,mi celayence mexican restaurant,2019-01-22,34,D,96,Link,78201,"2903 fredsbg rd san antonio, tx 782010",2903 fredsbg rd ,"['2903', 'fredsbg', 'rd']",2903,mi celayence mexic restaurant,fredsbg rd,fredsbg
504,mi pueblito,2019-01-22,32,D,85,Link,78211,"2303 quintana rd san antonio, tx 782112845",2303 quintana rd ,"['2303', 'quintana', 'rd']",2303,mi pueblito,quintana rd,quintana
505,mi tierra annex #,2019-01-22,27,C,91,Link,78207,"822 commerce st w san antonio, tx 782074442",822 commerce st w ,"['822', 'commerce', 'st', 'w']",822,mi tierr annex #,commerce st w,commerce
506,oasis cafe,2019-01-22,27,C,85,Link,78205,"323 main av n san antonio, tx 782051413",323 main av n ,"['323', 'main', 'av', 'n']",323,oasis cafe,main av n,main
507,olga's catering,2019-01-22,29,D,100,Link,78237,"709 old hwy 90 w san antonio, tx 782372309",709 old hwy 90 w ,"['709', 'old', 'hwy', '90', 'w']",709,olga's catering,old hwy 90 w,old hwy 90
508,orly's bbq,2019-01-22,32,D,98,Link,78211,"3827 military dr sw san antonio, tx 78211",3827 military dr sw ,"['3827', 'military', 'dr', 'sw']",3827,orly's bbq,military dr sw,militaryw
509,papa murphy's,2019-01-22,10,B,100,Link,78258,"20821 us 281 n san antonio, tx 782580",20821 us 281 n ,"['20821', 'us', '281', 'n']",20821,pap murphy's,us 281 n,us 281
510,pf changs china bistro #,2019-01-22,3,A,100,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,pf changs chin bistro #,la cantera parkway,la cantera parkway
511,reddy ice co,2019-01-22,20,C,100,Link,78210,"1106 e cesar e chavez blvd san antonio, tx 782100",1106 e cesar e chavez blvd ,"['1106', 'e', 'cesar', 'e', 'chavez', 'blvd']",1106,reddy ice co,e cesar e chavez blvd,e cesar chavez
512,salon de martin,2019-01-22,29,D,100,Link,78237,"1742 dahlgreen av san antonio, tx 782373630",1742 dahlgreen av ,"['1742', 'dahlgreen', 'av']",1742,sal  martin,dahlgreen av,dahlgreen
513,sandia mexican restaurant and fruiteria,2019-01-22,33,D,90,Link,78227,"106 callaghan rd s san antonio, tx 78227",106 callaghan rd s ,"['106', 'callaghan', 'rd', 's']",106,sandi mexic restaurant and fruiteria,callaghan rd s,callaghan
514,schlotzsky's,2019-01-22,10,B,94,Link,78258,"20821 us 281 n san antonio, tx 782580",20821 us 281 n ,"['20821', 'us', '281', 'n']",20821,schlotzsky's,us 281 n,us 281
515,schlotzskys deli,2019-01-22,16,B,97,Link,78217,"2514 nacogdoches rd san antonio, tx 782176025",2514 nacogdoches rd ,"['2514', 'nacogdoches', 'rd']",2514,schlotzskys deli,nacogdoches rd,nacogdoches
516,senor veggie,2019-01-22,27,C,91,Link,78210,"620 presa st s san antonio, tx 782101054",620 presa st s ,"['620', 'presa', 'st', 's']",620,senor veggie,presa st s,presa
517,sir winstons,2019-01-22,16,B,93,Link,78217,"2522 nacogdoches rd san antonio, tx 782176025",2522 nacogdoches rd ,"['2522', 'nacogdoches', 'rd']",2522,sir winstons,nacogdoches rd,nacogdoches
518,smokey mo's bbq,2019-01-22,2,A,96,Link,78254,"7915 w 1604 n san antonio, tx 78254",7915 w 1604 n ,"['7915', 'w', '1604', 'n']",7915,smokey mo's bbq,w 1604 n,w 1604
519,southtown 101,2019-01-22,27,C,83,Link,78210,"101 pereida st san antonio, tx 782101142",101 pereida st ,"['101', 'pereida', 'st']",101,southtown 101,pereida st,pereida
520,subway # 38665,2019-01-22,3,A,100,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,subway # 38665,la cantera parkway,la cantera parkway
521,sweeter than design,2019-01-22,28,D,99,Link,78237,"507 gen mcmullen s san antonio, tx 78237",507 gen mcmullen s ,"['507', 'gen', 'mcmullen', 's']",507,sweeter th design,gen mcmullen s,gen mcmullen
522,taquitos west ave,2019-01-22,8,A,92,Link,78201,"2818 west av san antonio, tx 782012240",2818 west av ,"['2818', 'west', 'av']",2818,taquitos west ave,west av,west
523,thai esan & noodle house,2019-01-22,6,A,94,Link,78240,"9820 huebner rd san antonio, tx 782401511",9820 huebner rd ,"['9820', 'huebner', 'rd']",9820,thai es & noodle house,huebner rd,huebner
524,the big bib,2019-01-22,17,B,100,Link,78218,"104 lanark dr san antonio, tx 782181820",104 lanark dr ,"['104', 'lanark', 'dr']",104, big bib,lanark dr,lanark
525,toro kitchen and bar,2019-01-22,20,C,92,Link,78205,"1142 commerce st e san antonio, tx 78205",1142 commerce st e ,"['1142', 'commerce', 'st', 'e']",1142,toro kitchen and bar,commerce st e,commerce
526,tortilleria gloria,2019-01-22,29,D,100,Link,78237,"715 old hwy 90 w san antonio, tx 782372309",715 old hwy 90 w ,"['715', 'old', 'hwy', '90', 'w']",715,tortilleri gloria,old hwy 90 w,old hwy 90
527,tropic express #,2019-01-22,2,A,95,Link,78250,"10167 culebra rd san antonio, tx 782500",10167 culebra rd ,"['10167', 'culebra', 'rd']",10167,tropic express #,culebra rd,culebra
528,wapo taco,2019-01-22,2,A,92,Link,78254,"7907 w 1604 n san antonio, tx 78254",7907 w 1604 n ,"['7907', 'w', '1604', 'n']",7907,wapo taco,w 1604 n,w 1604
529,bushs chicken,2019-01-23,30,D,96,Link,78251,"8831 potranco rd san antonio, tx 782510",8831 potranco rd ,"['8831', 'potranco', 'rd']",8831,bushs chicken,potranco rd,potranco
530,country hearth inn and suites,2019-01-23,16,B,100,Link,78233,"9503 ih 35 n san antonio, tx 782336606",9503 ih 35 n ,"['9503', 'ih', '35', 'n']",9503,country hearth inn and suites,ih 35 n,ih 35
531,days inn windcrest vitrag ltd.,2019-01-23,16,B,96,Link,78233,"9401 ih 35 n san antonio, tx 782330",9401 ih 35 n ,"['9401', 'ih', '35', 'n']",9401,days inn windcrest vitrag ltd.,ih 35 n,ih 35
532,el charro de jalisco,2019-01-23,30,D,100,Link,78227,"8388 marbach rd san antonio, tx 782271604",8388 marbach rd ,"['8388', 'marbach', 'rd']",8388, charro  jalisco,marbach rd,marbach
533,embassy suites hilton landmark,2019-01-23,4,A,96,Link,78249,"5615 landmark pkwy san antonio, tx 78249",5615 landmark pkwy ,"['5615', 'landmark', 'pkwy']",5615,embassy suites hilt landmark,landmark pkwy,landmark pkwy
534,family dollar # 12041,2019-01-23,20,C,100,Link,78203,"2502 martin luther san antonio, tx 78203",2502 martin luther ,"['2502', 'martin', 'luther']",2502,family dollar # 12041,martin luther,martin luther
535,felipe's grocery,2019-01-23,27,C,100,Link,78210,"1629 presa st s san antonio, tx 782101600",1629 presa st s ,"['1629', 'presa', 'st', 's']",1629,felipe's grocery,presa st s,presa
536,got it covered events llc,2019-01-23,33,D,91,Link,78238,"1866 grandstand dr san antonio, tx 782384506",1866 grandstand dr ,"['1866', 'grandstand', 'dr']",1866,got it covered events llc,grandstand dr,grandstand
537,guerrero's mexican restaurant,2019-01-23,21,C,80,Link,78210,"1859 rigsby av san antonio, tx 782103323",1859 rigsby av ,"['1859', 'rigsby', 'av']",1859,guerrero's mexic restaurant,rigsby av,rigsby
538,highlife grocery,2019-01-23,29,D,96,Link,78237,"2122 castroville rd san antonio, tx 782373516",2122 castroville rd ,"['2122', 'castroville', 'rd']",2122,highlife grocery,castroville rd,castroville
539,jims coffee shop #40 #,2019-01-23,2,A,82,Link,78023,"11803 bandera rd san antonio, tx 780230",11803 bandera rd ,"['11803', 'bandera', 'rd']",11803,jims coffee shop #40 #,bandera rd,bandera
540,jubilee lake view university prep,2019-01-23,28,D,99,Link,78207,"325 castroville rd san antonio, tx 782075146",325 castroville rd ,"['325', 'castroville', 'rd']",325,jubilee lake view university prep,castroville rd,castroville
541,la estrella-s flores,2019-01-23,26,C,91,Link,78214,"6315 flores st s san antonio, tx 782142623",6315 flores st s ,"['6315', 'flores', 'st', 's']",6315,l estrella-s flores,flores st s,flores
542,lucky food store,2019-01-23,29,D,97,Link,78207,"946 cupples rd san antonio, tx 782074412",946 cupples rd ,"['946', 'cupples', 'rd']",946,lucky food store,cupples rd,cupples
543,lydia's taco house,2019-01-23,21,C,88,Link,78220,"536 w w white rd s san antonio, tx 782201737",536 w w white rd s ,"['536', 'w', 'w', 'white', 'rd', 's']",536,lydia's taco house,w w white rd s,white
544,marriott plaza san antonio,2019-01-23,22,C,92,Link,78205,"555 alamo st s san antonio, tx 782053203",555 alamo st s ,"['555', 'alamo', 'st', 's']",555,marriott plaz s antonio,alamo st s,alamo
545,marriott plaza san antonio,2019-01-23,22,C,97,Link,78205,"423 alamo st s san antonio, tx 782053201",423 alamo st s ,"['423', 'alamo', 'st', 's']",423,marriott plaz s antonio,alamo st s,alamo
546,midtowne inn & suites,2019-01-23,16,B,95,Link,78233,"9603 ih 35 n san antonio, tx 782336608",9603 ih 35 n ,"['9603', 'ih', '35', 'n']",9603,midtowne inn & suites,ih 35 n,ih 35
547,potbelly sandwich,2019-01-23,22,C,99,Link,78205,"849 commerce st e san antonio, tx 782053910",849 commerce st e ,"['849', 'commerce', 'st', 'e']",849,potbelly sandwich,commerce st e,commerce
548,san food mart # 2 attn: nick,2019-01-23,29,D,99,Link,78211,"2101 quintana rd san antonio, tx 782112348",2101 quintana rd ,"['2101', 'quintana', 'rd']",2101,s food mart # 2 attn: nick,quintana rd,quintana
549,st phillips cafe,2019-01-23,20,C,93,Link,78203,"1801 martin l king san antonio, tx 782032047",1801 martin l king ,"['1801', 'martin', 'l', 'king']",1801,st phillips cafe,martin l king,martin l king
550,st phillips culinary arts school,2019-01-23,20,C,96,Link,78203,"1801 martin l king san antonio, tx 782032047",1801 martin l king ,"['1801', 'martin', 'l', 'king']",1801,st phillips culinary arts school,martin l king,martin l king
551,st vincent de paul senior center,2019-01-23,32,D,100,Link,78227,"4222 loop 410 sw san antonio, tx 782274445",4222 loop 410 sw ,"['4222', 'loop', '410', 'sw']",4222,st vincent  paul senior center,loop 410 sw,loop 410w
552,st. vincent de paul senior center,2019-01-23,32,D,100,Link,78227,"4222 loop 410 sw san antonio, tx 782274445",4222 loop 410 sw ,"['4222', 'loop', '410', 'sw']",4222,st. vincent  paul senior center,loop 410 sw,loop 410w
553,taco jalisco,2019-01-23,5,A,94,Link,78251,"8099 culebra rd san antonio, tx 782511632",8099 culebra rd ,"['8099', 'culebra', 'rd']",8099,taco jalisco,culebra rd,culebra
554,taqueria aguas calientes,2019-01-23,3,A,80,Link,78255,"15409 white fawn dr san antonio, tx 782551032",15409 white fawn dr ,"['15409', 'white', 'fawn', 'dr']",15409,taqueri aguas calientes,white fawn dr,white fawn
555,the last slice pizza,2019-01-23,16,B,96,Link,78217,"3021 macarthur view san antonio, tx 78217",3021 macarthur view ,"['3021', 'macarthur', 'view']",3021, last slice pizza,macarthur view,macarthur view
556,tink-a-taco,2019-01-23,6,A,91,Link,78240,"5895 babcock rd san antonio, tx 782402180",5895 babcock rd ,"['5895', 'babcock', 'rd']",5895,tink-a-taco,babcock rd,babcock
557,valero corner store # 531,2019-01-23,34,D,97,Link,78201,"1419 culebra rd san antonio, tx 782015910",1419 culebra rd ,"['1419', 'culebra', 'rd']",1419,valero corner store # 531,culebra rd,culebra
558,valero corner store #2015 #,2019-01-23,17,B,93,Link,78218,"2502 austin hwy san antonio, tx 782182046",2502 austin hwy ,"['2502', 'austin', 'hwy']",2502,valero corner store #2015 #,austin hwy,austin hwy
559,virginia gill senior center,2019-01-23,32,D,100,Link,78227,"7902 westshire dr san antonio, tx 782272644",7902 westshire dr ,"['7902', 'westshire', 'dr']",7902,virgini gill senior center,westshire dr,westshire
560,virginia gill senior nutrition program,2019-01-23,32,D,100,Link,78227,"7902 westshire dr san antonio, tx 782272644",7902 westshire dr ,"['7902', 'westshire', 'dr']",7902,virgini gill senior nutriti program,westshire dr,westshire
561,whataburger #734,2019-01-23,18,B,96,Link,78209,"3130 broadway san antonio, tx 782096719",3130 broadway ,"['3130', 'broadway']",3130,whataburger #734,broadway,broadway
562,white elephant coffee company,2019-01-23,27,C,98,Link,78210,"1415 presa st s san antonio, tx 78210",1415 presa st s ,"['1415', 'presa', 'st', 's']",1415,white elephant coffee company,presa st s,presa
563,zitos sandwich shop,2019-01-23,16,B,92,Link,78217,"8800 broadway san antonio, tx 782176346",8800 broadway ,"['8800', 'broadway']",8800,zitos sandwich shop,broadway,broadway
564,09 midtown bistro,2019-01-24,18,B,97,Link,78209,"3615 broadway san antonio, tx 782093129",3615 broadway ,"['3615', 'broadway']",3615,09 midtown bistro,broadway,broadway
565,applebees bar and grill,2019-01-24,13,B,100,Link,78216,"97 loop 410 ne san antonio, tx 782165823",97 loop 410 ne ,"['97', 'loop', '410', 'ne']",97,applebees bar and grill,loop 410 ne,loop 410e
566,aramark @ enovation,2019-01-24,6,A,100,Link,78249,"5757 farinon dr san antonio, tx 782493410",5757 farinon dr ,"['5757', 'farinon', 'dr']",5757,aramark @ enovation,farinon dr,farinon
567,augies barbed wire smokehouse,2019-01-24,19,C,88,Link,78215,"909 broadway san antonio, tx 782151520",909 broadway ,"['909', 'broadway']",909,augies barbed wire smokehouse,broadway,broadway
568,best western ingram park,2019-01-24,33,D,84,Link,78238,"6855 loop 410 nw san antonio, tx 78238",6855 loop 410 nw ,"['6855', 'loop', '410', 'nw']",6855,best western ingram park,loop 410 nw,loop 410w
569,bill millers restaurant #69,2019-01-24,30,D,98,Link,78251,"10626 westover hills san antonio, tx 782510",10626 westover hills ,"['10626', 'westover', 'hills']",10626,bill millers restaurant #69,westover hills,westover hills
